Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00       2/2           Eigen::internal::dense_assignment_loop<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > >, Eigen::internal::add_assign_op<float, float>, 0>, 3, 0>::run(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > >, Eigen::internal::add_assign_op<float, float>, 0>&) [119]
[1139]   0.0    0.00    0.00       2         void Eigen::internal::unaligned_dense_assignment_loop<false>::run<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > >, Eigen::internal::add_assign_op<float, float>, 0> >(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > >, Eigen::internal::add_assign_op<float, float>, 0>&, long, long) [1139]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::internal::dense_assignment_loop<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::assign_op<float, float>, 0>, 3, 0>::run(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::assign_op<float, float>, 0>&) [190]
[1140]   0.0    0.00    0.00       2         void Eigen::internal::unaligned_dense_assignment_loop<false>::run<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::assign_op<float, float>, 0> >(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::assign_op<float, float>, 0>&, long, long) [1140]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::internal::dense_assignment_loop<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > >, Eigen::internal::add_assign_op<float, float>, 0>, 3, 0>::run(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > >, Eigen::internal::add_assign_op<float, float>, 0>&) [119]
[1141]   0.0    0.00    0.00       2         void Eigen::internal::unaligned_dense_assignment_loop<true>::run<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > >, Eigen::internal::add_assign_op<float, float>, 0> >(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > >, Eigen::internal::add_assign_op<float, float>, 0>&, long, long) [1141]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::internal::dense_assignment_loop<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::assign_op<float, float>, 0>, 3, 0>::run(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::assign_op<float, float>, 0>&) [190]
[1142]   0.0    0.00    0.00       2         void Eigen::internal::unaligned_dense_assignment_loop<true>::run<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::assign_op<float, float>, 0> >(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::assign_op<float, float>, 0>&, long, long) [1142]
-----------------------------------------------
                0.00    0.00       2/2           void Eigen::internal::computeProductBlockingSizes<float, float, 1, long>(long&, long&, long&, long) [1135]
[1143]   0.0    0.00    0.00       2         void Eigen::internal::evaluateProductBlockingSizesHeuristic<float, float, 1, long>(long&, long&, long&, long) [1143]
                0.00    0.00       6/10          long const& std::max<long>(long const&, long const&) [958]
                0.00    0.00       4/28          long const& std::min<long>(long const&, long const&) [875]
                0.00    0.00       2/2           Eigen::internal::manage_caching_sizes(Eigen::Action, long*, long*, long*) [1128]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> >::CwiseNullaryOp(long, long, Eigen::internal::scalar_constant_op<float> const&) [1115]
[1144]   0.0    0.00    0.00       2         Eigen::ArrayBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > >::ArrayBase() [1144]
                0.00    0.00       2/2           Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > >::DenseBase() [1145]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::ArrayBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > >::ArrayBase() [1144]
[1145]   0.0    0.00    0.00       2         Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > >::DenseBase() [1145]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::DenseBase<Eigen::Array<float, -1, -1, 0, -1, -1> >::Constant(long, long, float const&) [1147]
[1146]   0.0    0.00    0.00       2         Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > const Eigen::DenseBase<Eigen::Array<float, -1, -1, 0, -1, -1> >::NullaryExpr<Eigen::internal::scalar_constant_op<float> >(long, long, Eigen::internal::scalar_constant_op<float> const&) [1146]
                0.00    0.00       2/2           Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> >::CwiseNullaryOp(long, long, Eigen::internal::scalar_constant_op<float> const&) [1115]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::ArrayBase<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::operator+=(float const&) [114]
[1147]   0.0    0.00    0.00       2         Eigen::DenseBase<Eigen::Array<float, -1, -1, 0, -1, -1> >::Constant(long, long, float const&) [1147]
                0.00    0.00       2/9           Eigen::internal::scalar_constant_op<float>::scalar_constant_op(float const&) [961]
                0.00    0.00       2/2           Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > const Eigen::DenseBase<Eigen::Array<float, -1, -1, 0, -1, -1> >::NullaryExpr<Eigen::internal::scalar_constant_op<float> >(long, long, Eigen::internal::scalar_constant_op<float> const&) [1146]
-----------------------------------------------
                0.00    0.00       2/2           FullyConnected::forward(Eigen::Matrix<float, -1, -1, 0, -1, -1> const&) [59]
[1148]   0.0    0.00    0.00       2         Eigen::DenseBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::transpose() [1148]
                0.00    0.00       2/8346159     Eigen::EigenBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::derived() [679]
                0.00    0.00       2/2           Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::Transpose(Eigen::Matrix<float, -1, -1, 0, -1, -1>&) [1157]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::MatrixBase<Eigen::Product<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0> >::MatrixBase() [1104]
[1149]   0.0    0.00    0.00       2         Eigen::DenseBase<Eigen::Product<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0> >::DenseBase() [1149]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::MatrixBase<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >::MatrixBase() [1105]
[1150]   0.0    0.00    0.00       2         Eigen::DenseBase<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >::DenseBase() [1150]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::MatrixBase<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> const> >::MatrixBase() [1106]
[1151]   0.0    0.00    0.00       2         Eigen::DenseBase<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> const> >::DenseBase() [1151]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::MatrixBase<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::MatrixBase() [1107]
[1152]   0.0    0.00    0.00       2         Eigen::DenseBase<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::DenseBase() [1152]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::Array<float, 1, -1, 1, 1, -1>& Eigen::PlainObjectBase<Eigen::Array<float, 1, -1, 1, 1, -1> >::_set_noalias<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1>, Eigen::internal::member_sum<float>, 0> >(Eigen::DenseBase<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1>, Eigen::internal::member_sum<float>, 0> > const&) [137]
[1153]   0.0    0.00    0.00       2         Eigen::EigenBase<Eigen::Array<float, 1, -1, 1, 1, -1> >::derived() [1153]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::Matrix<float, 1, -1, 1, 1, -1>& Eigen::PlainObjectBase<Eigen::Matrix<float, 1, -1, 1, 1, -1> >::_set_noalias<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0> >(Eigen::DenseBase<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0> > const&) [155]
[1154]   0.0    0.00    0.00       2         Eigen::EigenBase<Eigen::Matrix<float, 1, -1, 1, 1, -1> >::derived() [1154]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::VectorwiseOp<Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0>::ExtendedType<Eigen::Matrix<float, -1, 1, 0, -1, 1> >::Type Eigen::VectorwiseOp<Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0>::extendedTo<Eigen::Matrix<float, -1, 1, 0, -1, 1> >(Eigen::DenseBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> > const&) const [308]
[1155]   0.0    0.00    0.00       2         Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1>::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1> >(Eigen::Matrix<float, -1, 1, 0, -1, 1> const&, long, long) [1155]
                0.00    0.00       2/2           Eigen::MatrixBase<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >::MatrixBase() [1105]
                0.00    0.00       2/1008        Eigen::internal::variable_if_dynamic<long, 1>::variable_if_dynamic(long) [741]
                0.00    0.00       2/8348267     Eigen::internal::variable_if_dynamic<long, -1>::variable_if_dynamic(long) [676]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::internal::blas_traits<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::extract(Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> > const&) [1118]
[1156]   0.0    0.00    0.00       2         Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> const>::Transpose(Eigen::Matrix<float, -1, -1, 0, -1, -1> const&) [1156]
                0.00    0.00       2/2           Eigen::TransposeImpl<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::Dense>::TransposeImpl() [1113]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::DenseBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::transpose() [1148]
[1157]   0.0    0.00    0.00       2         Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::Transpose(Eigen::Matrix<float, -1, -1, 0, -1, -1>&) [1157]
                0.00    0.00       2/2           Eigen::TransposeImpl<Eigen::Matrix<float, -1, -1, 0, -1, -1>, Eigen::Dense>::TransposeImpl() [1114]
-----------------------------------------------
                0.00    0.00       2/2           Network::~Network() [1350]
[1158]   0.0    0.00    0.00       2         Conv_CPU::~Conv_CPU() [1158]
                0.00    0.00       2/2           Conv_CPU::~Conv_CPU() [1159]
-----------------------------------------------
                0.00    0.00       2/2           Conv_CPU::~Conv_CPU() [1158]
[1159]   0.0    0.00    0.00       2         Conv_CPU::~Conv_CPU() [1159]
                0.00    0.00       4/208         Eigen::Matrix<float, -1, 1, 0, -1, 1>::~Matrix() [789]
                0.00    0.00       4/35          Eigen::Matrix<float, -1, -1, 0, -1, -1>::~Matrix() [868]
                0.00    0.00       2/2           std::vector<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::~vector() [1219]
                0.00    0.00       2/10          Layer::~Layer() [919]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::allocator() [1186]
[1160]   0.0    0.00    0.00       2         __gnu_cxx::new_allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::new_allocator() [1160]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::~allocator() [1187]
[1161]   0.0    0.00    0.00       2         __gnu_cxx::new_allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::~new_allocator() [1161]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [1207]
[1162]   0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [1162]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [1208]
[1163]   0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [1163]
                0.00    0.00       2/6           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [997]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::vector<int, std::allocator<int> > >::allocator() [1188]
[1164]   0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [1164]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [1189]
[1165]   0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [1165]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<int>::allocator() [1190]
[1166]   0.0    0.00    0.00       2         __gnu_cxx::new_allocator<int>::new_allocator() [1166]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<Layer*, std::allocator<Layer*> >::begin() const [1397]
                0.00    0.00       1/2           std::vector<Layer*, std::allocator<Layer*> >::end() const [1396]
[1167]   0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<Layer* const*, std::vector<Layer*, std::allocator<Layer*> > >::__normal_iterator(Layer* const* const&) [1167]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [1220]
[1168]   0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [1168]
                0.00    0.00       4/8           __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [972]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::internal::gemm_functor<float, long, Eigen::internal::general_matrix_matrix_product<long, float, 1, false, float, 0, false, 0>, Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> const>, Eigen::Matrix<float, -1, -1, 0, -1, -1>, Eigen::Matrix<float, -1, -1, 0, -1, -1>, Eigen::internal::gemm_blocking_space<0, float, float, -1, -1, -1, 1, false> >::operator()(long, long, long, long, Eigen::internal::GemmParallelInfo<long>*) const [72]
[1169]   0.0    0.00    0.00       2         Eigen::TransposeImpl<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::Dense>::coeffRef(long, long) const [1169]
                0.00    0.00       2/4           Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> const>::nestedExpression() const [1043]
                0.00    0.00       2/4           Eigen::EigenBase<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> const> >::derived() const [1042]
                0.00    0.00       2/4           Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::coeffRef(long, long) const [1036]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > >::evaluator(Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > const&) [369]
[1170]   0.0    0.00    0.00       2         Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> >::functor() const [1170]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Array<float, 1, -1, 1, 1, -1> > >::evaluator(Eigen::PlainObjectBase<Eigen::Array<float, 1, -1, 1, 1, -1> > const&) [335]
[1171]   0.0    0.00    0.00       2         Eigen::PlainObjectBase<Eigen::Array<float, 1, -1, 1, 1, -1> >::data() const [1171]
                0.00    0.00       2/4           Eigen::DenseStorage<float, -1, 1, -1, 1>::data() const [1035]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<float, 1, -1, 1, 1, -1> > >::evaluator(Eigen::PlainObjectBase<Eigen::Matrix<float, 1, -1, 1, 1, -1> > const&) [336]
[1172]   0.0    0.00    0.00       2         Eigen::PlainObjectBase<Eigen::Matrix<float, 1, -1, 1, 1, -1> >::data() const [1172]
                0.00    0.00       2/4           Eigen::DenseStorage<float, -1, 1, -1, 1>::data() const [1035]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::internal::Assignment<Eigen::Matrix<float, -1, -1, 0, -1, -1>, Eigen::Product<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0>, Eigen::internal::assign_op<float, float>, Eigen::internal::Dense2Dense, void>::run(Eigen::Matrix<float, -1, -1, 0, -1, -1>&, Eigen::Product<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0> const&, Eigen::internal::assign_op<float, float> const&) [67]
[1173]   0.0    0.00    0.00       2         Eigen::Product<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0>::lhs() const [1173]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::internal::Assignment<Eigen::Matrix<float, -1, -1, 0, -1, -1>, Eigen::Product<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0>, Eigen::internal::assign_op<float, float>, Eigen::internal::Dense2Dense, void>::run(Eigen::Matrix<float, -1, -1, 0, -1, -1>&, Eigen::Product<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0> const&, Eigen::internal::assign_op<float, float> const&) [67]
[1174]   0.0    0.00    0.00       2         Eigen::Product<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0>::rhs() const [1174]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::internal::general_matrix_matrix_product<long, float, 1, false, float, 0, false, 0>::run(long, long, long, float const*, long, float const*, long, float*, long, float, Eigen::internal::level3_blocking<float, float>&, Eigen::internal::GemmParallelInfo<long>*) [73]
[1175]   0.0    0.00    0.00       2         Eigen::internal::level3_blocking<float, float>::kc() const [1175]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::internal::general_matrix_matrix_product<long, float, 1, false, float, 0, false, 0>::run(long, long, long, float const*, long, float const*, long, float*, long, float, Eigen::internal::level3_blocking<float, float>&, Eigen::internal::GemmParallelInfo<long>*) [73]
[1176]   0.0    0.00    0.00       2         Eigen::internal::level3_blocking<float, float>::mc() const [1176]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::internal::general_matrix_matrix_product<long, float, 1, false, float, 0, false, 0>::run(long, long, long, float const*, long, float const*, long, float*, long, float, Eigen::internal::level3_blocking<float, float>&, Eigen::internal::GemmParallelInfo<long>*) [73]
[1177]   0.0    0.00    0.00       2         Eigen::internal::level3_blocking<float, float>::nc() const [1177]
-----------------------------------------------
                0.00    0.00       1/2           Eigen::EigenBase<Eigen::Matrix<float, 1, -1, 1, 1, -1> >::cols() const [1387]
                0.00    0.00       1/2           Eigen::EigenBase<Eigen::Matrix<float, 1, -1, 1, 1, -1> >::rows() const [1388]
[1178]   0.0    0.00    0.00       2         Eigen::EigenBase<Eigen::Matrix<float, 1, -1, 1, 1, -1> >::derived() const [1178]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::Matrix<float, -1, -1, 0, -1, -1>& Eigen::MatrixBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::operator+=<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >(Eigen::MatrixBase<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> > const&) [179]
[1179]   0.0    0.00    0.00       2         Eigen::EigenBase<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >::derived() const [1179]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::Product<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0> const Eigen::MatrixBase<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::operator*<Eigen::Matrix<float, -1, -1, 0, -1, -1> >(Eigen::MatrixBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> > const&) const [327]
[1180]   0.0    0.00    0.00       2         Eigen::EigenBase<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::derived() const [1180]
-----------------------------------------------
                0.00    0.00       1/2           std::allocator_traits<std::allocator<std::vector<float, std::allocator<float> > > >::max_size(std::allocator<std::vector<float, std::allocator<float> > > const&) [1416]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<std::vector<float, std::allocator<float> > >::allocate(unsigned long, void const*) [1357]
[1181]   0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<float, std::allocator<float> > >::max_size() const [1181]
-----------------------------------------------
                0.00    0.00       2/2           bool __gnu_cxx::operator==<Layer* const*, std::vector<Layer*, std::allocator<Layer*> > >(__gnu_cxx::__normal_iterator<Layer* const*, std::vector<Layer*, std::allocator<Layer*> > > const&, __gnu_cxx::__normal_iterator<Layer* const*, std::vector<Layer*, std::allocator<Layer*> > > const&) [1360]
[1182]   0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<Layer* const*, std::vector<Layer*, std::allocator<Layer*> > >::base() const [1182]
-----------------------------------------------
                0.00    0.00       2/2           bool std::operator==<std::vector<float, std::allocator<float> >*>(std::move_iterator<std::vector<float, std::allocator<float> >*> const&, std::move_iterator<std::vector<float, std::allocator<float> >*> const&) [1427]
[1183]   0.0    0.00    0.00       2         std::move_iterator<std::vector<float, std::allocator<float> >*>::base() const [1183]
-----------------------------------------------
                0.00    0.00       1/2           Network::set_parameters(std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > const&) [123]
                0.00    0.00       1/2           std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::reserve(unsigned long) [1422]
